sample_index,node_address,host_timestamp_sec,device_tick,device_timestamp_sec,device_timestamp_nanosec,device_timestamp_unix_ns,expected_timestamp_step_ns,timestamp_gap_ns,timestamp_gap_detected,tick_gap_detected,tick_gap_count,x,y,z,magnitude_xy,magnitude_xyz,applied_spec,exceeds_spec
0,30385,1.64619,0,1775542495,500976576,1775542495500976576,488281,0,0,0,0,-0.00836223,0.0111167,-1.00022,0.0139107,1.00032,2.5,0
1,30385,1.64624,1,1775542495,501464857,1775542495501464857,488281,488281,0,0,0,-0.00803546,0.0109759,-1.00146,0.0136029,1.00155,2.5,0
2,30385,1.64628,2,1775542495,501953138,1775542495501953138,488281,488281,0,0,0,-0.00820663,0.0106004,-1.0011,0.0134059,1.00119,2.5,0
3,30385,1.64631,3,1775542495,502441419,1775542495502441419,488281,488281,0,0,0,-0.0089691,0.0100999,-0.998681,0.0135075,0.998773,2.5,0
4,30385,1.64635,4,1775542495,502929701,1775542495502929701,488281,488282,0,0,0,-0.00976269,0.00972442,-0.995701,0.0137795,0.995797,2.5,0
5,30385,1.64638,5,1775542495,503417982,1775542495503417982,488281,488281,0,0,0,-0.00987162,0.0102563,-0.994571,0.0142352,0.994672,2.5,0
6,30385,1.64642,6,1775542495,503906263,1775542495503906263,488281,488281,0,0,0,-0.00914027,0.0115703,-0.995579,0.014745,0.995688,2.5,0
7,30385,1.64645,7,1775542495,504394544,1775542495504394544,488281,488281,0,0,0,-0.00848672,0.0125089,-0.994922,0.0151161,0.995037,2.5,0
8,30385,1.64649,8,1775542495,504882826,1775542495504882826,488281,488282,0,0,0,-0.0079421,0.0119144,-0.989497,0.0143189,0.989601,2.5,0
9,30385,1.64652,9,1775542495,505371107,1775542495505371107,488281,488281,0,0,0,-0.0079421,0.00970878,-0.98123,0.0125434,0.98131,2.5,0
10,30385,1.64656,10,1775542495,505859388,1775542495505859388,488281,488281,0,0,0,-0.00872013,0.00881713,-0.974781,0.0124009,0.974859,2.5,0
11,30385,1.64659,11,1775542495,506347669,1775542495506347669,488281,488281,0,0,0,-0.00954484,0.00891098,-0.973772,0.0130579,0.97386,2.5,0
12,30385,1.64663,12,1775542495,506835951,1775542495506835951,488281,488282,0,0,0,-0.00920251,0.00941156,-0.979915,0.013163,0.980004,2.5,0
13,30385,1.64666,13,1775542495,507324232,1775542495507324232,488281,488281,0,0,0,-0.00878237,0.0103971,-0.991957,0.0136099,0.992051,2.5,0
14,30385,1.6467,14,1775542495,507812513,1775542495507812513,488281,488281,0,0,0,-0.00892242,0.0114764,-1.00507,0.0145368,1.00517,2.5,0
15,30385,1.64674,15,1775542495,508300794,1775542495508300794,488281,488281,0,0,0,-0.00942036,0.0120552,-1.01195,0.0152994,1.01206,2.5,0
16,30385,1.65388,16,1775542495,508789076,1775542495508789076,488281,488282,0,0,0,-0.00968489,0.0107412,-1.01066,0.0144627,1.01077,2.5,0
17,30385,1.65401,17,1775542495,509277357,1775542495509277357,488281,488281,0,0,0,-0.0104318,0.00922384,-1.00556,0.0139249,1.00565,2.5,0
18,30385,1.65407,18,1775542495,509765638,1775542495509765638,488281,488281,0,0,0,-0.00957596,0.009787,-1.00275,0.0136925,1.00284,2.5,0
19,30385,1.6541,19,1775542495,510253919,1775542495510253919,488281,488281,0,0,0,-0.00879793,0.0117267,-1.00614,0.0146601,1.00625,2.5,0
20,30385,1.65413,20,1775542495,510742201,1775542495510742201,488281,488282,0,0,0,-0.00784873,0.0130095,-1.01123,0.0151937,1.01134,2.5,0
21,30385,1.65417,21,1775542495,511230482,1775542495511230482,488281,488281,0,0,0,-0.00749084,0.0135257,-1.01548,0.0154615,1.01559,2.5,0
22,30385,1.65429,22,1775542495,511718763,1775542495511718763,488281,488281,0,0,0,-0.00898466,0.0139324,-1.01584,0.0165782,1.01598,2.5,0
23,30385,1.65437,23,1775542495,512207044,1775542495512207044,488281,488281,0,0,0,-0.0107586,0.0137134,-1.01332,0.01743,1.01347,2.5,0
24,30385,1.6544,24,1775542495,512695326,1775542495512695326,488281,488282,0,0,0,-0.0126259,0.0132754,-1.01033,0.0183207,1.01049,2.5,0
25,30385,1.65448,25,1775542495,513183607,1775542495513183607,488281,488281,0,0,0,-0.0125169,0.0123368,-1.01059,0.0175747,1.01074,2.5,0
26,30385,1.6546,26,1775542495,513671888,1775542495513671888,488281,488281,0,0,0,-0.0112876,0.0117111,-1.01471,0.0162653,1.01484,2.5,0
27,30385,1.65471,27,1775542495,514160169,1775542495514160169,488281,488281,0,0,0,-0.0105096,0.0122586,-1.02108,0.016147,1.02121,2.5,0
28,30385,1.65482,28,1775542495,514648451,1775542495514648451,488281,488282,0,0,0,-0.0105407,0.0125715,-1.02304,0.0164057,1.02317,2.5,0
29,30385,1.65492,29,1775542495,515136732,1775542495515136732,488281,488281,0,0,0,-0.0102762,0.0122742,-1.01751,0.016008,1.01763,2.5,0
30,30385,1.65499,30,1775542495,515625013,1775542495515625013,488281,488281,0,0,0,-0.0111943,0.011539,-1.0051,0.0160767,1.00523,2.5,0
31,30385,1.65502,31,1775542495,516113294,1775542495516113294,488281,488281,0,0,0,-0.0119101,0.0112731,-0.991682,0.0163991,0.991818,2.5,0
32,30385,1.65708,32,1775542495,516601576,1775542495516601576,488281,488282,0,0,0,-0.0117233,0.0110072,-0.980756,0.0160809,0.980888,2.5,0
33,30385,1.65712,33,1775542495,517089857,1775542495517089857,488281,488281,0,0,0,-0.0109609,0.0121334,-0.974368,0.0163512,0.974505,2.5,0
34,30385,1.65717,34,1775542495,517578138,1775542495517578138,488281,488281,0,0,0,-0.010214,0.0129312,-0.971938,0.0164785,0.972078,2.5,0
35,30385,1.65721,35,1775542495,518066419,1775542495518066419,488281,488281,0,0,0,-0.0105718,0.0129469,-0.970716,0.0167148,0.97086,2.5,0
36,30385,1.65725,36,1775542495,518554701,1775542495518554701,488281,488282,0,0,0,-0.0116767,0.0124932,-0.970517,0.0171004,0.970668,2.5,0
37,30385,1.6573,37,1775542495,519042982,1775542495519042982,488281,488281,0,0,0,-0.012019,0.0112887,-0.97067,0.0164891,0.97081,2.5,0
38,30385,1.65734,38,1775542495,519531263,1775542495519531263,488281,488281,0,0,0,-0.012019,0.0108194,-0.971816,0.0161715,0.971951,2.5,0
39,30385,1.65738,39,1775542495,520019544,1775542495520019544,488281,488281,0,0,0,-0.0111943,0.0112262,-0.973879,0.0158537,0.974008,2.5,0
40,30385,1.65743,40,1775542495,520507826,1775542495520507826,488281,488282,0,0,0,-0.010494,0.0115859,-0.975942,0.015632,0.976067,2.5,0
41,30385,1.65747,41,1775542495,520996107,1775542495520996107,488281,488281,0,0,0,-0.0102451,0.0114295,-0.97666,0.0153491,0.976781,2.5,0
42,30385,1.6575,42,1775542495,521484388,1775542495521484388,488281,488281,0,0,0,-0.0108831,0.0107099,-0.975698,0.015269,0.975817,2.5,0
43,30385,1.65752,43,1775542495,521972669,1775542495521972669,488281,488281,0,0,0,-0.0120968,0.0111792,-0.974292,0.0164714,0.974431,2.5,0
44,30385,1.65754,44,1775542495,522460951,1775542495522460951,488281,488282,0,0,0,-0.0126103,0.0120239,-0.974475,0.017424,0.974631,2.5,0
45,30385,1.65756,45,1775542495,522949232,1775542495522949232,488281,488281,0,0,0,-0.0125636,0.0125558,-0.97773,0.0177621,0.977891,2.5,0
46,30385,1.65757,46,1775542495,523437513,1775542495523437513,488281,488281,0,0,0,-0.0122524,0.0126497,-0.983614,0.0176107,0.983771,2.5,0
47,30385,1.65759,47,1775542495,523925794,1775542495523925794,488281,488281,0,0,0,-0.0113966,0.0129,-0.990811,0.0172131,0.990961,2.5,0
48,30385,1.6601,48,1775542495,524414076,1775542495524414076,488281,488282,0,0,0,-0.0118323,0.0133223,-0.996297,0.0178182,0.996457,2.5,0
49,30385,1.66014,49,1775542495,524902357,1775542495524902357,488281,488281,0,0,0,-0.0127037,0.0125558,-1.00042,0.0178614,1.00058,2.5,0
50,30385,1.66016,50,1775542495,525390638,1775542495525390638,488281,488281,0,0,0,-0.0129059,0.0117267,-1.00499,0.0174379,1.00514,2.5,0
51,30385,1.66018,51,1775542495,525878919,1775542495525878919,488281,488281,0,0,0,-0.0131238,0.0126653,-1.01072,0.0182385,1.01089,2.5,0
52,30385,1.6602,52,1775542495,526367201,1775542495526367201,488281,488282,0,0,0,-0.0127348,0.0145738,-1.01815,0.0193538,1.01833,2.5,0
53,30385,1.66022,53,1775542495,526855482,1775542495526855482,488281,488281,0,0,0,-0.0118789,0.0152621,-1.02523,0.0193401,1.02541,2.5,0
54,30385,1.66024,54,1775542495,527343763,1775542495527343763,488281,488281,0,0,0,-0.0120345,0.0154967,-1.02818,0.0196209,1.02836,2.5,0
55,30385,1.66026,55,1775542495,527832044,1775542495527832044,488281,488281,0,0,0,-0.0130616,0.0151682,-1.02539,0.020017,1.02559,2.5,0
56,30385,1.66028,56,1775542495,528320326,1775542495528320326,488281,488282,0,0,0,-0.0149288,0.0146207,-1.01905,0.0208958,1.01927,2.5,0
57,30385,1.6603,57,1775542495,528808607,1775542495528808607,488281,488281,0,0,0,-0.0160492,0.0143078,-1.01343,0.0215009,1.01366,2.5,0
58,30385,1.66032,58,1775542495,529296888,1775542495529296888,488281,488281,0,0,0,-0.0159092,0.0140419,-1.01082,0.0212197,1.01104,2.5,0
59,30385,1.66034,59,1775542495,529785169,1775542495529785169,488281,488281,0,0,0,-0.0156291,0.0144799,-1.01016,0.0213058,1.01038,2.5,0
60,30385,1.66037,60,1775542495,530273451,1775542495530273451,488281,488282,0,0,0,-0.0153801,0.0146989,-1.00953,0.0212745,1.00976,2.5,0
61,30385,1.66039,61,1775542495,530761732,1775542495530761732,488281,488281,0,0,0,-0.0150844,0.0140732,-1.00709,0.02063,1.0073,2.5,0
62,30385,1.66041,62,1775542495,531250013,1775542495531250013,488281,488281,0,0,0,-0.0146643,0.0131346,-1.00353,0.0196865,1.00372,2.5,0
63,30385,1.66043,63,1775542495,531738294,1775542495531738294,488281,488281,0,0,0,-0.0140108,0.0123681,-1.00003,0.0186888,1.0002,2.5,0
64,30385,1.66392,64,1775542495,532226576,1775542495532226576,488281,488282,0,0,0,-0.013295,0.0126653,-0.996847,0.0183621,0.997017,2.5,0
65,30385,1.66394,65,1775542495,532714857,1775542495532714857,488281,488281,0,0,0,-0.0128126,0.0136352,-0.995808,0.0187104,0.995984,2.5,0
66,30385,1.66395,66,1775542495,533203138,1775542495533203138,488281,488281,0,0,0,-0.0122057,0.0138855,-0.995487,0.0184874,0.995659,2.5,0
67,30385,1.66397,67,1775542495,533691419,1775542495533691419,488281,488281,0,0,0,-0.0124858,0.0131659,-0.993608,0.0181449,0.993773,2.5,0
68,30385,1.66398,68,1775542495,534179701,1775542495534179701,488281,488282,0,0,0,-0.0132016,0.0130095,-0.990521,0.0185345,0.990694,2.5,0
69,30385,1.664,69,1775542495,534667982,1775542495534667982,488281,488281,0,0,0,-0.0138085,0.0127592,-0.987602,0.0188008,0.987781,2.5,0
70,30385,1.66401,70,1775542495,535156263,1775542495535156263,488281,488281,0,0,0,-0.0140419,0.0127905,-0.986379,0.0189939,0.986562,2.5,0
71,30385,1.66402,71,1775542495,535644544,1775542495535644544,488281,488281,0,0,0,-0.0140886,0.0136352,-0.985967,0.0196063,0.986162,2.5,0
72,30385,1.66404,72,1775542495,536132826,1775542495536132826,488281,488282,0,0,0,-0.0141508,0.0142922,-0.985997,0.0201125,0.986203,2.5,0
73,30385,1.66405,73,1775542495,536621107,1775542495536621107,488281,488281,0,0,0,-0.0142753,0.0141358,-0.984592,0.0200899,0.984796,2.5,0
74,30385,1.66407,74,1775542495,537109388,1775542495537109388,488281,488281,0,0,0,-0.0142286,0.0134475,-0.98152,0.0195777,0.981715,2.5,0
75,30385,1.66408,75,1775542495,537597669,1775542495537597669,488281,488281,0,0,0,-0.0139018,0.0131972,-0.97883,0.0191684,0.979018,2.5,0
76,30385,1.6641,76,1775542495,538085951,1775542495538085951,488281,488282,0,0,0,-0.0139329,0.0132754,-0.978418,0.0192448,0.978607,2.5,0
77,30385,1.66411,77,1775542495,538574232,1775542495538574232,488281,488281,0,0,0,-0.0138551,0.013291,-0.980053,0.0191994,0.980241,2.5,0
78,30385,1.66413,78,1775542495,539062513,1775542495539062513,488281,488281,0,0,0,-0.0135906,0.0137603,-0.983262,0.0193404,0.983452,2.5,0
79,30385,1.66414,79,1775542495,539550794,1775542495539550794,488281,488281,0,0,0,-0.0135906,0.0145268,-0.987541,0.0198931,0.987741,2.5,0
80,30385,1.66776,80,1775542495,540039076,1775542495540039076,488281,488282,0,0,0,-0.0136529,0.0147458,-0.989543,0.0200958,0.989747,2.5,0
81,30385,1.66778,81,1775542495,540527357,1775542495540527357,488281,488281,0,0,0,-0.0137773,0.0141045,-0.989145,0.0197168,0.989342,2.5,0
82,30385,1.66779,82,1775542495,541015638,1775542495541015638,488281,488281,0,0,0,-0.0142753,0.013776,-0.98913,0.0198384,0.989329,2.5,0
83,30385,1.66781,83,1775542495,541503919,1775542495541503919,488281,488281,0,0,0,-0.0150533,0.0140106,-0.990169,0.0205645,0.990383,2.5,0
84,30385,1.66782,84,1775542495,541992201,1775542495541992201,488281,488282,0,0,0,-0.0152712,0.0143078,-0.991774,0.0209266,0.991995,2.5,0
85,30385,1.66783,85,1775542495,542480482,1775542495542480482,488281,488281,0,0,0,-0.0151622,0.0148553,-0.993363,0.0212267,0.99359,2.5,0
86,30385,1.66785,86,1775542495,542968763,1775542495542968763,488281,488281,0,0,0,-0.0147577,0.0152464,-0.992935,0.0212189,0.993162,2.5,0
87,30385,1.66786,87,1775542495,543457044,1775542495543457044,488281,488281,0,0,0,-0.0146176,0.0154654,-0.991239,0.0212804,0.991468,2.5,0
88,30385,1.66787,88,1775542495,543945326,1775542495543945326,488281,488282,0,0,0,-0.0147732,0.0160911,-0.990246,0.0218443,0.990487,2.5,0
89,30385,1.66789,89,1775542495,544433607,1775542495544433607,488281,488281,0,0,0,-0.0145554,0.0164509,-0.991789,0.0219657,0.992032,2.5,0
90,30385,1.6679,90,1775542495,544921888,1775542495544921888,488281,488281,0,0,0,-0.0143375,0.0161224,-0.995136,0.0215754,0.99537,2.5,0
91,30385,1.66791,91,1775542495,545410169,1775542495545410169,488281,488281,0,0,0,-0.013684,0.0170297,-0.998834,0.0218463,0.999073,2.5,0
92,30385,1.66792,92,1775542495,545898451,1775542495545898451,488281,488282,0,0,0,-0.0139329,0.0173113,-1.00163,0.0222218,1.00188,2.5,0
93,30385,1.66794,93,1775542495,546386732,1775542495546386732,488281,488281,0,0,0,-0.0146799,0.0170454,-1.00331,0.0224954,1.00356,2.5,0
94,30385,1.66795,94,1775542495,546875013,1775542495546875013,488281,488281,0,0,0,-0.0155357,0.0167325,-1.00284,0.0228328,1.0031,2.5,0
95,30385,1.66796,95,1775542495,547363294,1775542495547363294,488281,488281,0,0,0,-0.0157847,0.0162945,-1.00221,0.0226863,1.00247,2.5,0
96,30385,1.67138,96,1775542495,547851576,1775542495547851576,488281,488282,0,0,0,-0.0162048,0.0165917,-1.00128,0.0231923,1.00155,2.5,0
97,30385,1.6714,97,1775542495,548339857,1775542495548339857,488281,488281,0,0,0,-0.0165471,0.0170141,-0.99995,0.0237337,1.00023,2.5,0
98,30385,1.67141,98,1775542495,548828138,1775542495548828138,488281,488281,0,0,0,-0.016376,0.0176085,-0.998467,0.0240465,0.998757,2.5,0
99,30385,1.67142,99,1775542495,549316419,1775542495549316419,488281,488281,0,0,0,-0.0156757,0.0180465,-0.996343,0.0239041,0.99663,2.5,0
100,30385,1.67143,100,1775542495,549804701,1775542495549804701,488281,488282,0,0,0,-0.014711,0.018156,-0.992859,0.0233678,0.993134,2.5,0
101,30385,1.67144,101,1775542495,550292982,1775542495550292982,488281,488281,0,0,0,-0.015489,0.0178119,-0.989268,0.0236045,0.989549,2.5,0
102,30385,1.67145,102,1775542495,550781263,1775542495550781263,488281,488281,0,0,0,-0.0158469,0.0181404,-0.988519,0.0240873,0.988812,2.5,0
103,30385,1.67146,103,1775542495,551269544,1775542495551269544,488281,488281,0,0,0,-0.0158313,0.0184689,-0.989528,0.0243255,0.989826,2.5,0
104,30385,1.67147,104,1775542495,551757826,1775542495551757826,488281,488282,0,0,0,-0.0166094,0.0185158,-0.992217,0.0248738,0.992529,2.5,0
105,30385,1.67149,105,1775542495,552246107,1775542495552246107,488281,488281,0,0,0,-0.0162982,0.0181873,-0.994891,0.0244215,0.995191,2.5,0
106,30385,1.6715,106,1775542495,552734388,1775542495552734388,488281,488281,0,0,0,-0.0152556,0.0182499,-0.995518,0.0237864,0.995802,2.5,0
107,30385,1.67151,107,1775542495,553222669,1775542495553222669,488281,488281,0,0,0,-0.0160492,0.0181404,-0.994188,0.0242209,0.994483,2.5,0
108,30385,1.67152,108,1775542495,553710951,1775542495553710951,488281,488282,0,0,0,-0.0169828,0.0179683,-0.993547,0.024724,0.993854,2.5,0
109,30385,1.67153,109,1775542495,554199232,1775542495554199232,488281,488281,0,0,0,-0.0168739,0.0178744,-0.993042,0.024581,0.993346,2.5,0
110,30385,1.67154,110,1775542495,554687513,1775542495554687513,488281,488281,0,0,0,-0.0165005,0.0180465,-0.992676,0.0244529,0.992977,2.5,0
111,30385,1.67155,111,1775542495,555175794,1775542495555175794,488281,488281,0,0,0,-0.015878,0.0187348,-0.991621,0.0245582,0.991925,2.5,0
112,30385,1.6753,112,1775542495,555664076,1775542495555664076,488281,488282,0,0,0,-0.0152245,0.0192823,-0.988993,0.0245681,0.989298,2.5,0
113,30385,1.67532,113,1775542495,556152357,1775542495556152357,488281,488281,0,0,0,-0.0150844,0.0189538,-0.985784,0.0242237,0.986081,2.5,0
114,30385,1.67533,114,1775542495,556640638,1775542495556640638,488281,488281,0,0,0,-0.0158469,0.0182968,-0.984362,0.0242053,0.98466,2.5,0
115,30385,1.67534,115,1775542495,557128919,1775542495557128919,488281,488281,0,0,0,-0.0163449,0.0177337,-0.985631,0.0241171,0.985926,2.5,0
116,30385,1.67536,116,1775542495,557617201,1775542495557617201,488281,488282,0,0,0,-0.0163137,0.0177337,-0.988381,0.0240961,0.988675,2.5,0
117,30385,1.67537,117,1775542495,558105482,1775542495558105482,488281,488281,0,0,0,-0.0161892,0.0181404,-0.991545,0.0243139,0.991843,2.5,0
118,30385,1.67538,118,1775542495,558593763,1775542495558593763,488281,488281,0,0,0,-0.0152867,0.0179057,-0.994891,0.0235436,0.99517,2.5,0
119,30385,1.67539,119,1775542495,559082044,1775542495559082044,488281,488281,0,0,0,-0.0148821,0.0172331,-0.996985,0.0227697,0.997245,2.5,0
120,30385,1.6754,120,1775542495,559570326,1775542495559570326,488281,488282,0,0,0,-0.0152712,0.0165917,-0.997336,0.0225498,0.997591,2.5,0
121,30385,1.67541,121,1775542495,560058607,1775542495560058607,488281,488281,0,0,0,-0.0153645,0.0167951,-0.998009,0.0227628,0.998268,2.5,0
122,30385,1.67543,122,1775542495,560546888,1775542495560546888,488281,488281,0,0,0,-0.0157069,0.0179214,-0.999675,0.0238303,0.999959,2.5,0
123,30385,1.67544,123,1775542495,561035169,1775542495561035169,488281,488281,0,0,0,-0.0155513,0.0189069,-1.00169,0.0244808,1.00199,2.5,0
124,30385,1.67545,124,1775542495,561523451,1775542495561523451,488281,488282,0,0,0,-0.0146799,0.0197673,-1.00334,0.024622,1.00364,2.5,0
125,30385,1.67546,125,1775542495,562011732,1775542495562011732,488281,488281,0,0,0,-0.0143531,0.0201114,-1.00304,0.0247079,1.00334,2.5,0
126,30385,1.67547,126,1775542495,562500013,1775542495562500013,488281,488281,0,0,0,-0.0145709,0.0196421,-1.00139,0.0244566,1.00168,2.5,0
127,30385,1.67549,127,1775542495,562988294,1775542495562988294,488281,488281,0,0,0,-0.0155668,0.0187035,-0.999812,0.0243341,1.00011,2.5,0
128,30385,1.67917,128,1775542495,563476576,1775542495563476576,488281,488282,0,0,0,-0.0160025,0.0182499,-0.998697,0.0242722,0.998992,2.5,0
129,30385,1.67918,129,1775542495,563964857,1775542495563964857,488281,488281,0,0,0,-0.0157691,0.0183281,-0.999491,0.0241782,0.999784,2.5,0
130,30385,1.67919,130,1775542495,564453138,1775542495564453138,488281,488281,0,0,0,-0.0153178,0.0190633,-1.0003,0.024455,1.0006,2.5,0
131,30385,1.67921,131,1775542495,564941419,1775542495564941419,488281,488281,0,0,0,-0.0148043,0.0190007,-0.999155,0.0240873,0.999445,2.5,0
132,30385,1.67922,132,1775542495,565429701,1775542495565429701,488281,488282,0,0,0,-0.0145398,0.0186097,-0.996007,0.0236162,0.996287,2.5,0
133,30385,1.67923,133,1775542495,565917982,1775542495565917982,488281,488281,0,0,0,-0.0146799,0.0181091,-0.989986,0.0233117,0.99026,2.5,0
134,30385,1.67924,134,1775542495,566406263,1775542495566406263,488281,488281,0,0,0,-0.0158625,0.0169828,-0.984515,0.0232386,0.984789,2.5,0
135,30385,1.67925,135,1775542495,566894544,1775542495566894544,488281,488281,0,0,0,-0.0161581,0.016842,-0.982177,0.0233396,0.982454,2.5,0
136,30385,1.67927,136,1775542495,567382826,1775542495567382826,488281,488282,0,0,0,-0.0159403,0.0173426,-0.983033,0.0235554,0.983315,2.5,0
137,30385,1.67928,137,1775542495,567871107,1775542495567871107,488281,488281,0,0,0,-0.0150689,0.0174677,-0.983629,0.0230693,0.983899,2.5,0
138,30385,1.67929,138,1775542495,568359388,1775542495568359388,488281,488281,0,0,0,-0.0145087,0.0178588,-0.98288,0.0230095,0.983149,2.5,0
139,30385,1.6793,139,1775542495,568847669,1775542495568847669,488281,488281,0,0,0,-0.0143842,0.0178119,-0.982422,0.0228947,0.982688,2.5,0
140,30385,1.67931,140,1775542495,569335951,1775542495569335951,488281,488282,0,0,0,-0.0147732,0.0175929,-0.981764,0.022973,0.982033,2.5,0
141,30385,1.67933,141,1775542495,569824232,1775542495569824232,488281,488281,0,0,0,-0.0146021,0.0176711,-0.983522,0.0229235,0.983789,2.5,0
142,30385,1.67934,142,1775542495,570312513,1775542495570312513,488281,488281,0,0,0,-0.0140108,0.0178588,-0.987281,0.0226989,0.987542,2.5,0
143,30385,1.67935,143,1775542495,570800794,1775542495570800794,488281,488281,0,0,0,-0.0133105,0.0186097,-0.991866,0.0228799,0.99213,2.5,0
144,30385,1.68302,144,1775542495,571289076,1775542495571289076,488281,488282,0,0,0,-0.0135751,0.0187348,-0.995472,0.023136,0.995741,2.5,0
145,30385,1.68304,145,1775542495,571777357,1775542495571777357,488281,488281,0,0,0,-0.0135751,0.018641,-0.996175,0.0230601,0.996442,2.5,0
146,30385,1.68305,146,1775542495,572265638,1775542495572265638,488281,488281,0,0,0,-0.0139329,0.0180152,-0.995457,0.0227745,0.995717,2.5,0
147,30385,1.68306,147,1775542495,572753919,1775542495572753919,488281,488281,0,0,0,-0.0147732,0.0175459,-0.994555,0.022937,0.99482,2.5,0
148,30385,1.68307,148,1775542495,573242201,1775542495573242201,488281,488282,0,0,0,-0.0152867,0.0177024,-0.996374,0.0233893,0.996648,2.5,0
149,30385,1.68308,149,1775542495,573730482,1775542495573730482,488281,488281,0,0,0,-0.0150222,0.017937,-0.999384,0.0233966,0.999658,2.5,0
150,30385,1.68309,150,1775542495,574218763,1775542495574218763,488281,488281,0,0,0,-0.0142597,0.0177337,-1.00194,0.0227557,1.00219,2.5,0
151,30385,1.6831,151,1775542495,574707044,1775542495574707044,488281,488281,0,0,0,-0.0137462,0.0180934,-1.00353,0.0227229,1.00378,2.5,0
152,30385,1.68311,152,1775542495,575195326,1775542495575195326,488281,488282,0,0,0,-0.0144931,0.0185158,-1.00354,0.0235135,1.00382,2.5,0
153,30385,1.68313,153,1775542495,575683607,1775542495575683607,488281,488281,0,0,0,-0.0148977,0.0184063,-1.00351,0.0236798,1.00379,2.5,0
154,30385,1.68314,154,1775542495,576171888,1775542495576171888,488281,488281,0,0,0,-0.0150222,0.0183907,-1.00482,0.0237462,1.00511,2.5,0
155,30385,1.68315,155,1775542495,576660169,1775542495576660169,488281,488281,0,0,0,-0.0143531,0.0179683,-1.00728,0.0229972,1.00755,2.5,0
156,30385,1.68316,156,1775542495,577148451,1775542495577148451,488281,488282,0,0,0,-0.0139796,0.018422,-1.01008,0.0231257,1.01035,2.5,0
157,30385,1.68317,157,1775542495,577636732,1775542495577636732,488281,488281,0,0,0,-0.0141819,0.019032,-1.01147,0.0237349,1.01175,2.5,0
158,30385,1.68318,158,1775542495,578125013,1775542495578125013,488281,488281,0,0,0,-0.0134817,0.0195639,-1.01112,0.0237592,1.0114,2.5,0
159,30385,1.68319,159,1775542495,578613294,1775542495578613294,488281,488281,0,0,0,-0.0129059,0.0190007,-1.0103,0.0229694,1.01056,2.5,0
160,30385,1.68685,160,1775542495,579101576,1775542495579101576,488281,488282,0,0,0,-0.0135439,0.0186566,-1.00903,0.0230544,1.00929,2.5,0
161,30385,1.68687,161,1775542495,579589857,1775542495579589857,488281,488281,0,0,0,-0.0138863,0.018594,-1.00759,0.023207,1.00786,2.5,0
162,30385,1.68688,162,1775542495,580078138,1775542495580078138,488281,488281,0,0,0,-0.0144309,0.0189851,-1.00703,0.0238471,1.00731,2.5,0
163,30385,1.68689,163,1775542495,580566419,1775542495580566419,488281,488281,0,0,0,-0.0139329,0.0193605,-1.00661,0.0238528,1.0069,2.5,0
164,30385,1.6869,164,1775542495,581054701,1775542495581054701,488281,488282,0,0,0,-0.0137307,0.019298,-1.00618,0.0236842,1.00646,2.5,0
165,30385,1.68691,165,1775542495,581542982,1775542495581542982,488281,488281,0,0,0,-0.0140419,0.0194387,-1.00423,0.02398,1.00451,2.5,0
166,30385,1.68693,166,1775542495,582031263,1775542495582031263,488281,488281,0,0,0,-0.0142286,0.019251,-1.00116,0.0239386,1.00144,2.5,0
167,30385,1.68694,167,1775542495,582519544,1775542495582519544,488281,488281,0,0,0,-0.0141197,0.0187192,-0.996893,0.0234472,0.997169,2.5,0
168,30385,1.68695,168,1775542495,583007826,1775542495583007826,488281,488282,0,0,0,-0.0138551,0.0184689,-0.99373,0.0230882,0.993998,2.5,0
169,30385,1.68696,169,1775542495,583496107,1775542495583496107,488281,488281,0,0,0,-0.0136529,0.0186566,-0.99266,0.0231186,0.99293,2.5,0
170,30385,1.68697,170,1775542495,583984388,1775542495583984388,488281,488281,0,0,0,-0.0130927,0.0188287,-0.991667,0.0229333,0.991932,2.5,0
171,30385,1.68698,171,1775542495,584472669,1775542495584472669,488281,488281,0,0,0,-0.0126103,0.0187974,-0.990872,0.0226354,0.991131,2.5,0
172,30385,1.68699,172,1775542495,584960951,1775542495584960951,488281,488282,0,0,0,-0.0120034,0.0184063,-0.990032,0.0219744,0.990276,2.5,0
173,30385,1.687,173,1775542495,585449232,1775542495585449232,488281,488281,0,0,0,-0.0124391,0.0178275,-0.989512,0.0217383,0.989751,2.5,0
174,30385,1.68702,174,1775542495,585937513,1775542495585937513,488281,488281,0,0,0,-0.0134973,0.0177024,-0.989268,0.0222609,0.989518,2.5,0
175,30385,1.68703,175,1775542495,586425794,1775542495586425794,488281,488281,0,0,0,-0.0138707,0.0182342,-0.989848,0.0229103,0.990114,2.5,0
176,30385,1.69088,176,1775542495,586914076,1775542495586914076,488281,488282,0,0,0,-0.0129215,0.0186722,-0.991178,0.0227072,0.991438,2.5,0
177,30385,1.69089,177,1775542495,587402357,1775542495587402357,488281,488281,0,0,0,-0.0122057,0.0191885,-0.992599,0.0227415,0.99286,2.5,0
178,30385,1.69091,178,1775542495,587890638,1775542495587890638,488281,488281,0,0,0,-0.0121279,0.0197047,-0.993715,0.0231379,0.993984,2.5,0
179,30385,1.69092,179,1775542495,588378919,1775542495588378919,488281,488281,0,0,0,-0.0125014,0.0194075,-0.994693,0.0230854,0.994961,2.5,0
